t;vc_A_capital;vc_A_cuprum;vc_A_habitat;vc_A_planvital;vc_A_provida;vc_A_modelo;vc_A_santa maria;vc_A_magister;vp_A_capital;vp_A_cuprum;vp_A_habitat;vp_A_planvital;vp_A_provida;vp_A_modelo;vp_A_santa maria;vp_A_magister;vp_A_total;uf;ret_vc_A_capital;ret_vc_A_cuprum;ret_vc_A_habitat;ret_vc_A_planvital;ret_vc_A_provida;ret_vc_A_modelo;ret_vc_A_sm;ret_vc_A_magister;pond_vp_A_capital;pond_vp_A_cuprum;pond_vp_A_habitat;pond_vp_A_planvital;pond_vp_A_provida;pond_vp_A_modelo;pond_vp_A_sm;pond_vp_A_magister;ret_pond_A;ret_anual_pond_A;ds_anual_pond_A;ret_riesgo_A
16-09-2009;22051.52000000000000000000;22221.71000000000000000000;22334.50000000000000000000;21239.11000000000000000000;22774.46000000000000000000;;;;2774567423638.00000000000000000000;2777843803014.00000000000000000000;2580421442751.00000000000000000000;229294975257.00000000000000000000;3078796701031.00000000000000000000;;;;11440924345691.00000000000000000000;20873.46000000000000000000;0.00624118937539702000;0.00518289570981701000;0.00547912929627413000;0.00531061837361014000;0.00618676704965342000;;;;0.24251252257279300000;0.24279889623256000000;0.22554309116840400000;0.02004164771383700000;0.26910384231240600000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00577906402244716000;0.00015772477281315700;0.01418984139527120000;0.01111533021543980000
17-09-2009;22269.47000000000000000000;22403.67000000000000000000;22529.98000000000000000000;21422.50000000000000000000;22979.82000000000000000000;;;;2806586038682.00000000000000000000;2806060347025.00000000000000000000;2604129745525.00000000000000000000;231704323662.00000000000000000000;3109866511060.00000000000000000000;;;;11558346965954.00000000000000000000;20870.67000000000000000000;0.00996881988506822000;0.00828871726921750000;0.00884797006291075000;0.00873114962573919000;0.00911037832425258000;;;;0.24281898155065000000;0.24277349999013400000;0.22530295665943100000;0.02004649318319500000;0.26905806861658900000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00905262313698234000;0.00015653246563600000;0.01418907835211900000;0.01103189803815710000
21-09-2009;22347.74000000000000000000;22501.71000000000000000000;22624.80000000000000000000;21509.96000000000000000000;23059.04000000000000000000;;;;2815366793543.00000000000000000000;2821083897684.00000000000000000000;2623406201737.00000000000000000000;232757650885.00000000000000000000;3128166835550.00000000000000000000;;;;11620781379399.00000000000000000000;20859.52000000000000000000;0.00404290053521639000;0.00490090690626986000;0.00473416833970364000;0.00460869742685422000;0.00397582926379139000;;;;0.24227000763769700000;0.24276198007520700000;0.22575127403977300000;0.02002943203953790000;0.26918730620778500000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00440052430384656000;0.00022931037513821600;0.01416387557293180000;0.01618980440469590000
22-09-2009;22251.94000000000000000000;22401.37000000000000000000;22517.00000000000000000000;21424.49000000000000000000;22950.34000000000000000000;;;;2805182572113.00000000000000000000;2811443404785.00000000000000000000;2612668176690.00000000000000000000;232035348281.00000000000000000000;3115284281572.00000000000000000000;;;;11576613783441.00000000000000000000;20856.73000000000000000000;-0.00416224073113010000;-0.00433542779266295000;-0.00464230946557197000;-0.00384766261970862000;-0.00459137140883491000;;;;0.24231460292175300000;0.24285542019259900000;0.22568500820396400000;0.02004345593811720000;0.26910151274356700000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00442181894602123000;0.00028922511593698200;0.01411209191013240000;0.02049484355535700000
23-09-2009;22362.10000000000000000000;22502.52000000000000000000;22599.52000000000000000000;21513.27000000000000000000;23053.90000000000000000000;;;;2822071504970.00000000000000000000;2826955393212.00000000000000000000;2624853653171.00000000000000000000;233217850211.00000000000000000000;3130829629023.00000000000000000000;;;;11637928030587.00000000000000000000;20853.95000000000000000000;0.00507166495812657000;0.00463848442739644000;0.00379138683070819000;0.00426859300101635000;0.00463550050931823000;;;;0.24248916968321000000;0.24290882241084000000;0.22554303878425100000;0.02003946489427090000;0.26901950422742800000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00454425389009653000;0.00025644244068520000;0.01409255836342950000;0.01819701108002320000
24-09-2009;22341.89000000000000000000;22504.54000000000000000000;22590.79000000000000000000;21511.88000000000000000000;23032.41000000000000000000;;;;2821921057157.00000000000000000000;2828961238551.00000000000000000000;2624970266184.00000000000000000000;233295535236.00000000000000000000;3128733102875.00000000000000000000;;;;11637881200003.00000000000000000000;20851.16000000000000000000;-0.00077037335895653000;0.00022356024905888000;-0.00025256946585144600;0.00006918318264298790;-0.00079880150187261800;;;;0.24247721803142900000;0.24308215472677900000;0.22555396648861900000;0.02004622071893460000;0.26884044003423900000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00040278581262367000;0.00020709143471106300;0.01407308632254510000;0.01471542417666420000
25-09-2009;22190.58000000000000000000;22364.83000000000000000000;22448.01000000000000000000;21379.83000000000000000000;22876.23000000000000000000;;;;2804433592265.00000000000000000000;2813043791236.00000000000000000000;2610691288773.00000000000000000000;231911855148.00000000000000000000;3109873923769.00000000000000000000;;;;11569954451191.00000000000000000000;20848.38000000000000000000;-0.00666218236676042000;-0.00609409613599228000;-0.00620699745627867000;-0.00602405165586621000;-0.00667063945915842000;;;;0.24238933732157600000;0.24313352339485000000;0.22564404205621200000;0.02004431876774820000;0.26878877845961400000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00641083407294789000;0.00023733656083309300;0.01405059792860670000;0.01689156305226570000
28-09-2009;22161.53000000000000000000;22330.14000000000000000000;22417.76000000000000000000;21335.36000000000000000000;22838.36000000000000000000;;;;2802643469651.00000000000000000000;2810854158129.00000000000000000000;2609496807027.00000000000000000000;231602489051.00000000000000000000;3106887194259.00000000000000000000;;;;11561484118117.00000000000000000000;20840.02000000000000000000;-0.00090890087902007900;-0.00115122946165646000;-0.00094739616848008600;-0.00168109322268495000;-0.00125573104406127000;;;;0.24241208490346100000;0.24312226089766100000;0.22570604088257900000;0.02003224557373870000;0.26872736774256100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00108517647525110000;0.00024737856186634700;0.01404874447005770000;0.01760858861043330000
29-09-2009;22267.95000000000000000000;22423.75000000000000000000;22516.11000000000000000000;21423.04000000000000000000;22957.95000000000000000000;;;;2819116484502.00000000000000000000;2824976478980.00000000000000000000;2623025877898.00000000000000000000;232780830676.00000000000000000000;3125427616744.00000000000000000000;;;;11625327288800.00000000000000000000;20837.24000000000000000000;0.00492392821024498000;0.00431673568930941000;0.00451095722903396000;0.00423459428915308000;0.00535610947700892000;;;;0.24249781657484800000;0.24300188792978100000;0.22563028229106800000;0.02002359373574490000;0.26884641946855800000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00478558796599879000;0.00024474070667913600;0.01404782649417220000;0.01742196252072640000
30-09-2009;22362.26000000000000000000;22533.72000000000000000000;22625.95000000000000000000;21509.11000000000000000000;23065.35000000000000000000;;;;2828393467049.00000000000000000000;2836940337741.00000000000000000000;2634374459715.00000000000000000000;233689666613.00000000000000000000;3142497046222.00000000000000000000;;;;11675894977340.00000000000000000000;20834.45000000000000000000;0.00436019543713048000;0.00502609282248307000;0.00500032850684321000;0.00414349179077188000;0.00480111350735835000;;;;0.24224211270641000000;0.24297412260445900000;0.22562505613725200000;0.02001471125481460000;0.26914399729706400000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00478075452086228000;0.00027976392876418100;0.01404817843186580000;0.01991460530780170000
01-10-2009;22450.84000000000000000000;22643.62000000000000000000;22733.91000000000000000000;21578.21000000000000000000;23165.94000000000000000000;;;;2844768692964.00000000000000000000;2856381306378.00000000000000000000;2649548530722.00000000000000000000;229219407572.00000000000000000000;3165037254828.00000000000000000000;;;;11744955192464.00000000000000000000;20831.67000000000000000000;0.00408675519571583000;0.00499872230029147000;0.00489360652469469000;0.00334088464784053000;0.00448504685368332000;;;;0.24221196644405300000;0.24320069847612200000;0.22559034813704900000;0.01951641396802230000;0.26948057297475300000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00458333925055631000;0.00044090659257019200;0.01386362090590990000;0.03180313394044410000
02-10-2009;22316.41000000000000000000;22550.47000000000000000000;22600.39000000000000000000;21471.54000000000000000000;23039.46000000000000000000;;;;2837936584652.00000000000000000000;2845826109549.00000000000000000000;2636702160306.00000000000000000000;233146606260.00000000000000000000;3146456820680.00000000000000000000;;;;11700068281447.00000000000000000000;20828.89000000000000000000;-0.00587228812662779000;-0.00398876668265570000;-0.00575702010195033000;-0.00482221234543384000;-0.00534123889115122000;;;;0.24255726687955900000;0.24323158131151000000;0.22535784380737900000;0.01992694407003630000;0.26892636393151600000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00522444173254860000;0.00042515125050896500;0.01386782839567120000;0.03065737752002150000
05-10-2009;22209.26000000000000000000;22402.50000000000000000000;22517.32000000000000000000;21342.30000000000000000000;22924.16000000000000000000;;;;2826210165332.00000000000000000000;2829069267234.00000000000000000000;2628864398487.00000000000000000000;231784256705.00000000000000000000;3131954264655.00000000000000000000;;;;11647882352413.00000000000000000000;20820.54000000000000000000;-0.00441199737957121000;-0.00618238265037483000;-0.00328140602838354000;-0.00563635254896750000;-0.00461605592624563000;;;;0.24263725197623700000;0.24288271306654500000;0.22569462147275200000;0.01989926148738810000;0.26888615199707800000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00466605725133703000;0.00036927032720822000;0.01386005095926000000;0.02664278279305370000
06-10-2009;22390.45000000000000000000;22568.58000000000000000000;22694.56000000000000000000;21513.46000000000000000000;23110.94000000000000000000;;;;2851263206113.00000000000000000000;2852572770474.00000000000000000000;2652371734665.00000000000000000000;233894816945.00000000000000000000;3159644860940.00000000000000000000;;;;11749747389137.00000000000000000000;20817.76000000000000000000;0.00825874054869807000;0.00751964460760145000;0.00797398823703909000;0.00812129778291298000;0.00824825314972808000;;;;0.24266591541781400000;0.24277737009999800000;0.22573861776102500000;0.01990636983066060000;0.26891172689050200000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00800946901553502000;0.00046702081449467400;0.01382724488239110000;0.03377540634211390000
07-10-2009;22662.26000000000000000000;22853.44000000000000000000;22967.87000000000000000000;21784.18000000000000000000;23391.74000000000000000000;;;;2887191369355.00000000000000000000;2891594739215.00000000000000000000;2686823824514.00000000000000000000;237108618998.00000000000000000000;3199820710665.00000000000000000000;;;;11902539262747.00000000000000000000;20814.98000000000000000000;0.01220000591695210000;0.01267652832022290000;0.01210458330471080000;0.01263878126364750000;0.01221041884390530000;;;;0.24256936319390600000;0.24293931533292400000;0.22573534648386500000;0.01992084325570020000;0.26883513173360500000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.01230577182240200000;0.00056973139802735100;0.01381940115267660000;0.04122692378149850000
08-10-2009;22741.30000000000000000000;22921.91000000000000000000;23059.15000000000000000000;21858.92000000000000000000;23467.61000000000000000000;;;;2900309901705.00000000000000000000;2905123044577.00000000000000000000;2700561294198.00000000000000000000;238168775087.00000000000000000000;3212484933390.00000000000000000000;;;;11956647948957.00000000000000000000;20812.20000000000000000000;0.00361523540999001000;0.00312513523132008000;0.00409993762187828000;0.00355862451738609000;0.00337177053562810000;;;;0.24256881310601800000;0.24297136262429000000;0.22586274227749400000;0.01991936001659860000;0.26867772197560000000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00353909003194595000;0.00083315440114354500;0.01323099638360730000;0.06296989107908680000
09-10-2009;22893.37000000000000000000;23071.88000000000000000000;23208.07000000000000000000;22011.75000000000000000000;23618.05000000000000000000;;;;2923082351818.00000000000000000000;2927687865563.00000000000000000000;2720849199115.00000000000000000000;239990937456.00000000000000000000;3235325420422.00000000000000000000;;;;12046935774374.00000000000000000000;20809.42000000000000000000;0.00679827873733083000;0.00665492269258756000;0.00657099363956592000;0.00710090989119416000;0.00652366207565027000;;;;0.24264115012847700000;0.24302344765469100000;0.22585404704345900000;0.01992132621529400000;0.26856002895807900000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00664438435325803000;0.00096693704981410300;0.01311907026668080000;0.07370469325634180000
13-10-2009;23106.96000000000000000000;23314.44000000000000000000;23418.16000000000000000000;22195.80000000000000000000;23844.07000000000000000000;;;;2953568758110.00000000000000000000;2962010246785.00000000000000000000;2749441816060.00000000000000000000;242506220005.00000000000000000000;3269189260785.00000000000000000000;;;;12176716301745.00000000000000000000;20836.15000000000000000000;0.00800283172289630000;0.00917466098623494000;0.00772803660433321000;0.00704298996471384000;0.00824060876199484000;;;;0.24255872313348800000;0.24325197149912500000;0.22579501303368500000;0.01991556787524460000;0.26847872445845700000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00827055641656435000;0.00116081304108780000;0.01286393867786370000;0.09023776233365710000
14-10-2009;23168.83000000000000000000;23367.16000000000000000000;23488.81000000000000000000;22264.41000000000000000000;23907.67000000000000000000;;;;2964995907827.00000000000000000000;2973163338932.00000000000000000000;2762305841544.00000000000000000000;243512957243.00000000000000000000;3280262073990.00000000000000000000;;;;12224240119536.00000000000000000000;20842.84000000000000000000;0.00235294493374418000;0.00193768168947057000;0.00269132272154750000;0.00276533258621646000;0.00234275379679386000;;;;0.24255052901722200000;0.24321866307096500000;0.22596953385507000000;0.01992049852275340000;0.26834077553399000000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00233388850365532000;0.00122591979296043000;0.01282832989591510000;0.09556347575305160000
15-10-2009;23465.33000000000000000000;23656.57000000000000000000;23778.71000000000000000000;22532.25000000000000000000;24205.43000000000000000000;;;;3017156256341.00000000000000000000;3020708892521.00000000000000000000;2808616175053.00000000000000000000;242566219242.00000000000000000000;3323551941003.00000000000000000000;;;;12412599484160.00000000000000000000;20849.53000000000000000000;0.01239524977610740000;0.01198833774872750000;0.01194558295990610000;0.01163725483651080000;0.01205673817050580000;;;;0.24307207045480400000;0.24335828255602700000;0.22627139292113100000;0.01954193555923110000;0.26775631850880700000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.01208902631756830000;0.00146502018232406000;0.01246493522333970000;0.11753131132048900000
16-10-2009;23464.58000000000000000000;23666.69000000000000000000;23764.62000000000000000000;22536.39000000000000000000;24199.78000000000000000000;;;;3023762679185.00000000000000000000;3031823916091.00000000000000000000;2812010728177.00000000000000000000;247023878197.00000000000000000000;3325014585101.00000000000000000000;;;;12439635786751.00000000000000000000;20856.23000000000000000000;-0.00035326110625278800;0.00010639811378190400;-0.00091402103518854400;-0.00013757878098394300;-0.00055474449385573300;;;;0.24307485613087600000;0.24372288450117500000;0.22605249674367200000;0.01985780632420900000;0.26729195630006700000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00041756472825971700;0.00124347164136141000;0.01199344101225780000;0.10367930605491200000
19-10-2009;23326.62000000000000000000;23529.21000000000000000000;23638.37000000000000000000;22424.12000000000000000000;24058.62000000000000000000;;;;3013806204862.00000000000000000000;3020856384041.00000000000000000000;2806928501855.00000000000000000000;246479284342.00000000000000000000;3320128337758.00000000000000000000;;;;12408198712858.00000000000000000000;20876.32000000000000000000;-0.00685965008861522000;-0.00678874397198306000;-0.00628947850574194000;-0.00595696851003101000;-0.00681298761789717000;;;;0.24288829302346200000;0.24345648018278700000;0.22621563103646300000;0.01986422768089500000;0.26757536807639300000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00668298901043970000;0.00104246904665534000;0.01169872913446880000;0.08910959768987560000
20-10-2009;23462.71000000000000000000;23650.79000000000000000000;23762.45000000000000000000;22542.91000000000000000000;24195.10000000000000000000;;;;3035267208855.00000000000000000000;3040826814885.00000000000000000000;2825832492298.00000000000000000000;248341935401.00000000000000000000;3342128975115.00000000000000000000;;;;12492397426554.00000000000000000000;20883.02000000000000000000;0.00549626832729731000;0.00483300387025790000;0.00491447812629387000;0.00496255253623033000;0.00533589472870219000;;;;0.24296915197424000000;0.24341419113207000000;0.22620417809406000000;0.01987944562771600000;0.26753303317191400000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00514970176241723000;0.00119150513547809000;0.01151051219421320000;0.10351451919551500000
21-10-2009;23323.14000000000000000000;23530.50000000000000000000;23612.92000000000000000000;22423.73000000000000000000;24049.58000000000000000000;;;;3020233783307.00000000000000000000;3028622722806.00000000000000000000;2812607678009.00000000000000000000;247448013519.00000000000000000000;3324962499691.00000000000000000000;;;;12433874697332.00000000000000000000;20889.73000000000000000000;-0.00628761360645258000;-0.00542032827281758000;-0.00663384586774078000;-0.00562209304414248000;-0.00635386260981393000;;;;0.24290366895486500000;0.24357835321083500000;0.22620524546644500000;0.01990111848015460000;0.26741161388770100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00615915237612076000;0.00128849308188933000;0.01134415091562890000;0.11358215272984100000
22-10-2009;23267.85000000000000000000;23455.03000000000000000000;23547.49000000000000000000;22370.25000000000000000000;23983.85000000000000000000;;;;3016699872957.00000000000000000000;3024962566950.00000000000000000000;2807336163745.00000000000000000000;247115294539.00000000000000000000;3318245480553.00000000000000000000;;;;12414359378744.00000000000000000000;20896.43000000000000000000;-0.00269410172558712000;-0.00353316150052623000;-0.00309546716005541000;-0.00270850234082200000;-0.00305752595341944000;;;;0.24300084933276700000;0.24366642487645200000;0.22613620873194200000;0.01990560181156940000;0.26729091524726900000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00308674232626392000;0.00131749790393786000;0.01132355622606750000;0.11635018872471300000
23-10-2009;23147.90000000000000000000;23322.61000000000000000000;23425.74000000000000000000;22271.98000000000000000000;23850.85000000000000000000;;;;3005210650982.00000000000000000000;3011503144278.00000000000000000000;2795117806500.00000000000000000000;246277701324.00000000000000000000;3303023014294.00000000000000000000;;;;12361132317378.00000000000000000000;20903.14000000000000000000;-0.00548957166821764000;-0.00598275044428529000;-0.00550487117132135000;-0.00472362089527246000;-0.00588188699602398000;;;;0.24311774793941000000;0.24362680270352400000;0.22612150203832500000;0.01992355514047600000;0.26721039217826500000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00570275305335550000;0.00119827007064318000;0.01123927503905320000;0.10661453398724900000
26-10-2009;23134.33000000000000000000;23325.57000000000000000000;23389.32000000000000000000;22276.99000000000000000000;23836.48000000000000000000;;;;3006114959927.00000000000000000000;3015264737424.00000000000000000000;2793895051511.00000000000000000000;246714255505.00000000000000000000;3302891595707.00000000000000000000;;;;12364880600074.00000000000000000000;20923.28000000000000000000;-0.00154942993382739000;-0.00083612033278606500;-0.00251893763585507000;-0.00073810672322180700;-0.00156570357260483000;;;;0.24311718464220400000;0.24385716570574500000;0.22595406634935700000;0.01995282150185290000;0.26711876180084000000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00158270729091563000;0.00119193221687480000;0.01124039915091410000;0.10604002588092000000
27-10-2009;23045.81000000000000000000;23258.35000000000000000000;23302.54000000000000000000;22201.78000000000000000000;23754.10000000000000000000;;;;2997146282669.00000000000000000000;3008841944547.00000000000000000000;2786469939973.00000000000000000000;246207318922.00000000000000000000;3293415088540.00000000000000000000;;;;12332080574651.00000000000000000000;20930.00000000000000000000;-0.00415480910122823000;-0.00320709817899807000;-0.00403826220285884000;-0.00370296313320022000;-0.00378315491667013000;;;;0.24303654720110500000;0.24398494044320300000;0.22595294630986100000;0.01996478351172040000;0.26706078253411100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00378897252894820000;0.00135545913416866000;0.01086149376223850000;0.12479490978313700000
28-10-2009;22780.81000000000000000000;23004.79000000000000000000;23051.47000000000000000000;21963.48000000000000000000;23476.40000000000000000000;;;;2964788841739.00000000000000000000;2979081041851.00000000000000000000;2759002565785.00000000000000000000;243802757959.00000000000000000000;3256958111727.00000000000000000000;;;;12203633319061.00000000000000000000;20936.72000000000000000000;-0.01188647798566230000;-0.01128277092972120000;-0.01115384439518830000;-0.01111241051460160000;-0.01208050463384710000;;;;0.24294312720034500000;0.24411427023114000000;0.22608042159671300000;0.01997788294558160000;0.26688429802622100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.01160978880372790000;0.00140386846580680000;0.01077595266779490000;0.13027789830614300000
29-10-2009;22266.94000000000000000000;22507.66000000000000000000;22553.48000000000000000000;21518.68000000000000000000;22959.35000000000000000000;;;;2899516726993.00000000000000000000;2917583334342.00000000000000000000;2700630380221.00000000000000000000;239138941084.00000000000000000000;3186367307551.00000000000000000000;;;;11943236690191.00000000000000000000;20943.44000000000000000000;-0.02313636332737770000;-0.02216767508083130000;-0.02216107972772510000;-0.02078059459145790000;-0.02259131596479210000;;;;0.24277478561355000000;0.24428749174319000000;0.22612215183167500000;0.02002295921007790000;0.26679261160150700000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.02248660760852980000;0.00146493486559688000;0.01059489795128200000;0.13826795428639400000
30-10-2009;22389.92000000000000000000;22585.90000000000000000000;22665.83000000000000000000;21594.81000000000000000000;23085.07000000000000000000;;;;2912281805121.00000000000000000000;2925077749627.00000000000000000000;2712510895066.00000000000000000000;240035013294.00000000000000000000;3206828648294.00000000000000000000;;;;11996734111402.00000000000000000000;20950.16000000000000000000;0.00518697760403651000;0.00314930932512215000;0.00464831356665063000;0.00321080019033760000;0.00514001455197247000;;;;0.24275621832387600000;0.24382283732094500000;0.22610411049186800000;0.02000836319826950000;0.26730847066504100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00451625969266312000;0.00157773786195546000;0.01047551164279140000;0.15061200977626300000
02-11-2009;22239.90000000000000000000;22491.16000000000000000000;22517.05000000000000000000;21490.01000000000000000000;22955.95000000000000000000;;;;2900602778821.00000000000000000000;2916331889665.00000000000000000000;2700712626745.00000000000000000000;233694706954.00000000000000000000;3196356358882.00000000000000000000;;;;11947698361067.00000000000000000000;20970.34000000000000000000;-0.00768565946164713000;-0.00516624950021257000;-0.00754847889293355000;-0.00582760690442126000;-0.00657170091288717000;;;;0.24277502588054600000;0.24409152303076300000;0.22604459412413600000;0.01955980975511750000;0.26752904720943600000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00670532449733021000;0.00144811691199816000;0.01037584449396300000;0.13956617341756800000
03-11-2009;22143.88000000000000000000;22362.07000000000000000000;22430.13000000000000000000;21381.08000000000000000000;22840.86000000000000000000;;;;2889397651828.00000000000000000000;2899351629720.00000000000000000000;2691218357951.00000000000000000000;237879764259.00000000000000000000;3177053556897.00000000000000000000;;;;11894900960655.00000000000000000000;20977.08000000000000000000;-0.00464816731314383000;-0.00607747777897965000;-0.00418901038420982000;-0.00540311185558659000;-0.00534747953424539000;;;;0.24291061030144900000;0.24374743760458700000;0.22624974910281300000;0.01999846531264440000;0.26709373767850600000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00509455358394588000;0.00131487167694251000;0.01024375352051830000;0.12835838682654900000
04-11-2009;22061.36000000000000000000;22270.46000000000000000000;22356.50000000000000000000;21296.92000000000000000000;22748.81000000000000000000;;;;2879744179424.00000000000000000000;2888010181830.00000000000000000000;2683434151804.00000000000000000000;237090550859.00000000000000000000;3165500909751.00000000000000000000;;;;11853779973668.00000000000000000000;20983.81000000000000000000;-0.00405427327078200000;-0.00442585827994393000;-0.00360881270237731000;-0.00426473239568086000;-0.00435897587806938000;;;;0.24293889255757000000;0.24363622306516800000;0.22637792820222600000;0.02000126131796550000;0.26704569485707100000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00412954136583228000;0.00107760718556627000;0.00966135305445066000;0.11153791601372600000
05-11-2009;22318.15000000000000000000;22542.53000000000000000000;22632.69000000000000000000;21561.86000000000000000000;23031.34000000000000000000;;;;2914473004319.00000000000000000000;2924713393175.00000000000000000000;2717848611997.00000000000000000000;240185449229.00000000000000000000;3205168030579.00000000000000000000;;;;12002388489299.00000000000000000000;20990.55000000000000000000;0.01125143836568750000;0.01182146212698410000;0.01195706638433470000;0.01204240343379000000;0.01202191234229000000;;;;0.24282441839951000000;0.24367761431673300000;0.22644231307961400000;0.02001147100372090000;0.26704418320042200000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.01177170340494460000;0.00106629163607486000;0.00964709719041804000;0.11052979098561900000
06-11-2009;22419.90000000000000000000;22632.18000000000000000000;22753.73000000000000000000;21666.81000000000000000000;23128.82000000000000000000;;;;2927433433280.00000000000000000000;2935977814240.00000000000000000000;2730731950691.00000000000000000000;241474080224.00000000000000000000;3218943669829.00000000000000000000;;;;12054560948264.00000000000000000000;20997.29000000000000000000;0.00422766322351484000;0.00364799476346184000;0.00501272132821449000;0.00453453806462006000;0.00390251649543695000;;;;0.24284861521245100000;0.24355742418497800000;0.22653101696617600000;0.02003176069708080000;0.26703118293931400000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00418364360529170000;0.00101575298446323000;0.00959721092727796000;0.10583835159610500000
09-11-2009;22490.57000000000000000000;22720.65000000000000000000;22830.45000000000000000000;21748.45000000000000000000;23211.60000000000000000000;;;;2935916073272.00000000000000000000;2947828217974.00000000000000000000;2741407160207.00000000000000000000;242416203575.00000000000000000000;3231498853060.00000000000000000000;;;;12099066508088.00000000000000000000;21017.51000000000000000000;0.00218463487272036000;0.00293889724643704000;0.00240356520838851000;0.00279837599302218000;0.00261017672430107000;;;;0.24265641248516100000;0.24364096321013100000;0.22658005544265900000;0.02003594272442000000;0.26708662613762800000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00254396275091266000;0.00104158515466851000;0.00959257855845495000;0.10858239505898600000
10-11-2009;22757.38000000000000000000;22984.88000000000000000000;23114.95000000000000000000;22025.85000000000000000000;23489.28000000000000000000;;;;2971779738631.00000000000000000000;2983211297259.00000000000000000000;2776444816650.00000000000000000000;245664189065.00000000000000000000;3271512224928.00000000000000000000;;;;12248612266533.00000000000000000000;21017.51000000000000000000;0.01179337814882290000;0.01156240584974530000;0.01238442308614500000;0.01267427295863310000;0.01189199314614810000;;;;0.24262174962879900000;0.24355504381586600000;0.22667423510793200000;0.02005649160241860000;0.26709247984498500000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.01191510532302380000;0.00124615578870591000;0.00927027051473613000;0.13442496491607300000
11-11-2009;22729.07000000000000000000;22958.22000000000000000000;23073.32000000000000000000;22014.90000000000000000000;23458.59000000000000000000;;;;2970363339399.00000000000000000000;2981346756218.00000000000000000000;2771722831500.00000000000000000000;245624824148.00000000000000000000;3268457347613.00000000000000000000;;;;12237515098878.00000000000000000000;21017.51000000000000000000;-0.00124476645925979000;-0.00116056613473580000;-0.00180262266904038000;-0.00049726674616727700;-0.00130740774273989000;;;;0.24272602038884000000;0.24362354057412700000;0.22649392536840500000;0.02007146239766600000;0.26708505127096200000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;-0.00135233145885247000;0.00122201793385399000;0.00926914419252123000;0.13183719105804600000
12-11-2009;22732.03000000000000000000;22966.53000000000000000000;23087.16000000000000000000;22028.27000000000000000000;23470.47000000000000000000;;;;2972530914576.00000000000000000000;2984797615894.00000000000000000000;2775399163867.00000000000000000000;245851376952.00000000000000000000;3270547083475.00000000000000000000;;;;12249126154764.00000000000000000000;21017.51000000000000000000;0.00013022122228375200;0.00036189636702191700;0.00059964716201873400;0.00060713161249249500;0.00050629610965023200;;;;0.24267289576570400000;0.24367433057525800000;0.22657935993153100000;0.02007093190532470000;0.26700248182218300000;0.00000000000000000000;0.00000000000000000000;0.00000000000000000000;0.00040302170129382900;0.00117435592608908000;0.00924245309856541000;0.12706106415312600000
