t;vc_E_capital;vc_E_cuprum;vc_E_habitat;vc_E_planvital;vc_E_provida;vc_E_modelo;vc_E_santa maria;vc_E_magister;vp_E_capital;vp_E_cuprum;vp_E_habitat;vp_E_planvital;vp_E_provida;vp_E_modelo;vp_E_santa maria;vp_E_magister;vp_E_total;uf;ret_vc_E_capital;ret_vc_E_cuprum;ret_vc_E_habitat;ret_vc_E_planvital;ret_vc_E_provida;ret_vc_E_modelo;ret_vc_E_sm;ret_vc_E_magister;pond_vp_E_capital;pond_vp_E_cuprum;pond_vp_E_habitat;pond_vp_E_planvital;pond_vp_E_provida;pond_vp_E_modelo;pond_vp_E_sm;pond_vp_E_magister;ret_pond_E;ret_anual_pond_E;ds_anual_pond_E;ret_riesgo_E
07-02-2011;23490.76000000000000000000;24874.39000000000000000000;21905.14000000000000000000;39683.33000000000000000000;22850.33000000000000000000;25292.63000000000000000000;;;452744249761.00000000000000000000;462123366767.00000000000000000000;583107883343.00000000000000000000;49043189808.00000000000000000000;503904251575.00000000000000000000;1553456609.00000000000000000000;;;2052476397863.00000000000000000000;21481.86000000000000000000;0.00068676306639135400;0.00124561053875381000;0.00023328343391249000;0.00024216013266483900;0.00002177431485631550;0.00033659115693408000;;;0.22058438783139700000;0.22515404671554500000;0.28409967780877800000;0.02389464252015900000;0.24551037570987700000;0.00075686941424390100;0.00000000000000000000;0.00000000000000000000;0.00050960611800541300;0.00015136043207071900;0.00110145575421269000;0.13741853133166500000
08-02-2011;23492.13000000000000000000;24876.18000000000000000000;21911.40000000000000000000;39699.10000000000000000000;22860.43000000000000000000;25304.17000000000000000000;;;453142250392.00000000000000000000;461601784902.00000000000000000000;583405236428.00000000000000000000;49062623136.00000000000000000000;504175482296.00000000000000000000;1563309664.00000000000000000000;;;2052950686818.00000000000000000000;21482.55000000000000000000;0.00002619949515616620;0.00003983936673531670;0.00025361724142646200;0.00036519753671209700;0.00040978948159330000;0.00042403573005452000;;;0.22072729428019200000;0.22484796535345200000;0.28417888465321900000;0.02389858823742390000;0.24558577345930000000;0.00076149401641160400;0.00000000000000000000;0.00000000000000000000;0.00019650248204509300;0.00015094647429417400;0.00110141911651682000;0.13704726205546000000
09-02-2011;23502.28000000000000000000;24881.75000000000000000000;21911.23000000000000000000;39710.93000000000000000000;22870.09000000000000000000;25298.98000000000000000000;;;454039672381.00000000000000000000;462079828850.00000000000000000000;582995512930.00000000000000000000;49068706253.00000000000000000000;503848652388.00000000000000000000;1564479076.00000000000000000000;;;2053596851878.00000000000000000000;21483.24000000000000000000;0.00039984770054747100;0.00019176533630434400;-0.00003987712469474420;0.00026582867523667900;0.00039035639866046500;-0.00023724414716571700;;;0.22109484243014100000;0.22501000058869000000;0.28388995259554200000;0.02389403071402600000;0.24534934981383200000;0.00076182385776901400;0.00000000000000000000;0.00000000000000000000;0.00022217733663045200;0.00015010535551416400;0.00110128355609174000;0.13630036940428100000
10-02-2011;23494.03000000000000000000;24873.82000000000000000000;21907.96000000000000000000;39705.14000000000000000000;22865.93000000000000000000;25294.91000000000000000000;;;454419773371.00000000000000000000;463869699215.00000000000000000000;585913421785.00000000000000000000;48839453091.00000000000000000000;504717526666.00000000000000000000;1564034131.00000000000000000000;;;2059323908259.00000000000000000000;21485.54000000000000000000;-0.00045814586861636800;-0.00042581275524840300;-0.00025630414914232300;-0.00025286878799766800;-0.00028896798280976400;-0.00026794346388267000;;;0.22066454507158000000;0.22525339377386500000;0.28451736972273800000;0.02371625604652450000;0.24508894625163600000;0.00075948913365565200;0.00000000000000000000;0.00000000000000000000;-0.00034695875974844200;0.00014278263341407300;0.00109846310432664000;0.12998400478967300000
11-02-2011;23487.08000000000000000000;24867.59000000000000000000;21917.28000000000000000000;39707.69000000000000000000;22864.93000000000000000000;25273.93000000000000000000;;;453146555083.00000000000000000000;462532214835.00000000000000000000;585073414078.00000000000000000000;48855450298.00000000000000000000;506006394502.00000000000000000000;1565078162.00000000000000000000;;;2057179106958.00000000000000000000;21487.84000000000000000000;-0.00040290660637397900;-0.00035753852538280200;0.00031828267493651800;-0.00004282165065357720;-0.00015077715502672300;-0.00093680304557261400;;;0.22027569381310600000;0.22483808690773500000;0.28440567576206900000;0.02374875874091670000;0.24597099629805400000;0.00076078847811862100;0.00000000000000000000;0.00000000000000000000;-0.00011743388810962200;0.00014382725645201400;0.00109808940951966000;0.13097954975718200000
14-02-2011;23517.59000000000000000000;24890.87000000000000000000;21929.88000000000000000000;39735.60000000000000000000;22890.69000000000000000000;25322.14000000000000000000;;;454323724499.00000000000000000000;462571823721.00000000000000000000;585412688455.00000000000000000000;48900530518.00000000000000000000;507630043151.00000000000000000000;1568515884.00000000000000000000;;;2060407326228.00000000000000000000;21494.73000000000000000000;0.00097757399451763500;0.00061512527392744000;0.00025412859766619600;0.00038204453805891300;0.00080538694833954100;0.00158508711214998000;;;0.22050189722958000000;0.22450503734513200000;0.28412473640671700000;0.02373342877183540000;0.24637363529488200000;0.00076126495185371500;0.00000000000000000000;0.00000000000000000000;0.00063455987227103700;0.00014485519626006400;0.00109842933471700000;0.13187484317995300000
15-02-2011;23532.59000000000000000000;24899.33000000000000000000;21964.61000000000000000000;39729.88000000000000000000;22891.84000000000000000000;25349.70000000000000000000;;;454740135310.00000000000000000000;463774225542.00000000000000000000;587109772482.00000000000000000000;48647607026.00000000000000000000;507068560412.00000000000000000000;1546324645.00000000000000000000;;;2062886625417.00000000000000000000;21497.03000000000000000000;0.00053061988797889000;0.00023282866483991600;0.00147543404341809000;-0.00025095912950541000;-0.00005675974467878830;0.00098078652771991800;;;0.22043874331585100000;0.22481808734799000000;0.28460593289431000000;0.02358229794435080000;0.24580534585098600000;0.00074959264651173900;0.00000000000000000000;0.00000000000000000000;0.00057009570747853200;0.00014101631440945900;0.00109524205055763000;0.12875356122207100000
16-02-2011;23538.25000000000000000000;24882.30000000000000000000;21961.25000000000000000000;39726.31000000000000000000;22888.62000000000000000000;25346.13000000000000000000;;;455444639113.00000000000000000000;462926032161.00000000000000000000;587208041738.00000000000000000000;48710738254.00000000000000000000;507575131248.00000000000000000000;1545303199.00000000000000000000;;;2063409885713.00000000000000000000;21499.33000000000000000000;0.00013350279163654900;-0.00079117395065980400;-0.00025997085359985600;-0.00019684664111554100;-0.00024765717039348700;-0.00024782578724092900;;;0.22072426921402700000;0.22435001177724700000;0.28458138434046200000;0.02360691329011840000;0.24598851384906000000;0.00074890752908554000;0.00000000000000000000;0.00000000000000000000;-0.00028776880390737600;0.00014128972773049900;0.00109512597344369000;0.12901687217426200000
17-02-2011;23552.50000000000000000000;24903.94000000000000000000;21965.56000000000000000000;39773.35000000000000000000;22918.06000000000000000000;25364.92000000000000000000;;;455477680300.00000000000000000000;460882318203.00000000000000000000;587723620457.00000000000000000000;48814716881.00000000000000000000;507900285577.00000000000000000000;1488083150.00000000000000000000;;;2062286704568.00000000000000000000;21501.63000000000000000000;0.00049824006230569600;0.00076234220063180400;0.00008926115544812650;0.00107642706958571000;0.00117842786275987000;0.00063408704420057600;;;0.22086050367832400000;0.22348120519913100000;0.28498637903022000000;0.02367018939358650000;0.24628015321632600000;0.00072156948241186400;0.00000000000000000000;0.00000000000000000000;0.00062200908342477900;0.00013996260103905300;0.00109433814218587000;0.12789703259313100000
18-02-2011;23596.59000000000000000000;24957.65000000000000000000;21984.71000000000000000000;39828.06000000000000000000;22955.70000000000000000000;25378.32000000000000000000;;;456512729400.00000000000000000000;461407343975.00000000000000000000;588011321641.00000000000000000000;48882067759.00000000000000000000;508157576828.00000000000000000000;1491145373.00000000000000000000;;;2064462184976.00000000000000000000;21503.93000000000000000000;0.00176327521181415000;0.00204740162913827000;0.00076447661152379000;0.00126763606923963000;0.00153406273783340000;0.00042118626678633300;;;0.22112913121986200000;0.22350002210399600000;0.28482542616678400000;0.02367787025344240000;0.24614525784298000000;0.00072229241293530200;0.00000000000000000000;0.00000000000000000000;0.00147316961190222000;0.00014066000167643600;0.00109513489024629000;0.12844080024224500000
21-02-2011;23610.39000000000000000000;24970.51000000000000000000;22004.58000000000000000000;39846.91000000000000000000;22970.51000000000000000000;25368.28000000000000000000;;;455785347382.00000000000000000000;460954904199.00000000000000000000;588640627840.00000000000000000000;48835703574.00000000000000000000;507685776039.00000000000000000000;1493980602.00000000000000000000;;;2063396339636.00000000000000000000;21510.84000000000000000000;0.00026337432521342000;0.00019385517082194900;0.00058211678187111900;0.00015188745536531400;0.00032366265200364100;-0.00071697653311929500;;;0.22089083838464300000;0.22339620137172300000;0.28527753807290400000;0.02366763119421600000;0.24604375140481200000;0.00072403957170126100;0.00000000000000000000;0.00000000000000000000;0.00035025919666964700;0.00013846000139335600;0.00109415481916746000;0.12654516432940500000
22-02-2011;23644.23000000000000000000;25022.68000000000000000000;22072.42000000000000000000;39879.19000000000000000000;23009.91000000000000000000;25393.56000000000000000000;;;456168701229.00000000000000000000;461406015995.00000000000000000000;589621351264.00000000000000000000;48915858674.00000000000000000000;508216455830.00000000000000000000;1495469612.00000000000000000000;;;2065823852604.00000000000000000000;21513.14000000000000000000;0.00132532403653340000;0.00198016789912926000;0.00297133473848988000;0.00070285538335845000;0.00160685624954558000;0.00088910674779348200;;;0.22081684295299100000;0.22335206141288000000;0.28541705069421800000;0.02367862032977350000;0.24601151506184100000;0.00072390954829713100;0.00000000000000000000;0.00000000000000000000;0.00199558946860697000;0.00014584700536576000;0.00110044112640261000;0.13253503696516700000
23-02-2011;23639.42000000000000000000;25034.85000000000000000000;22076.55000000000000000000;39892.94000000000000000000;23006.63000000000000000000;25394.82000000000000000000;;;454727200334.00000000000000000000;460457245185.00000000000000000000;589660669366.00000000000000000000;48935138815.00000000000000000000;507459891283.00000000000000000000;1498735727.00000000000000000000;;;2062738880710.00000000000000000000;21515.44000000000000000000;-0.00031035868062055200;0.00037933485192715700;0.00008018814378874120;0.00023782623991581300;-0.00024946312649500200;-0.00005728804052558120;;;0.22044826157418500000;0.22322614340139300000;0.28586297319563700000;0.02372338024585860000;0.24601266598917800000;0.00072657559374850800;0.00000000000000000000;0.00000000000000000000;-0.00001658842494045660;0.00014475908366924200;0.00110046683552557000;0.13154334051339800000
24-02-2011;23628.76000000000000000000;25025.79000000000000000000;22065.06000000000000000000;39901.13000000000000000000;23001.39000000000000000000;25386.86000000000000000000;;;454333540454.00000000000000000000;462201393662.00000000000000000000;589484001399.00000000000000000000;48887445946.00000000000000000000;507300926014.00000000000000000000;1502824174.00000000000000000000;;;2063710131649.00000000000000000000;21517.74000000000000000000;-0.00055793765624364900;-0.00046885527932710300;-0.00062749150585747600;0.00009838415132095660;-0.00033468063557510700;-0.00042039314810973000;;;0.22015375778136400000;0.22396623759010200000;0.28564282956152100000;0.02368910497470720000;0.24581985533435500000;0.00072821475795109500;0.00000000000000000000;0.00000000000000000000;-0.00048732492320025100;0.00014572209389623200;0.00109980509672466000;0.13249810746486700000
25-02-2011;23641.53000000000000000000;25037.78000000000000000000;22084.10000000000000000000;39923.59000000000000000000;23012.86000000000000000000;25385.49000000000000000000;;;455342252801.00000000000000000000;463306371918.00000000000000000000;590717901029.00000000000000000000;48958176891.00000000000000000000;507544584892.00000000000000000000;1503124597.00000000000000000000;;;2067372412128.00000000000000000000;21520.04000000000000000000;0.00043341426385335800;0.00037210818345599200;0.00075564778377627700;0.00045585012620828800;0.00039165838657175800;-0.00016084921785154800;;;0.22025168282685200000;0.22410397333352600000;0.28573366731781000000;0.02368135349189750000;0.24550225296349500000;0.00072707006641962200;0.00000000000000000000;0.00000000000000000000;0.00050159637147821500;0.00014556601549518900;0.00109975159787692000;0.13236263150351900000
28-02-2011;23784.65000000000000000000;25189.40000000000000000000;22218.45000000000000000000;40103.86000000000000000000;23141.46000000000000000000;25516.31000000000000000000;;;459815402968.00000000000000000000;469657345264.00000000000000000000;596760147103.00000000000000000000;49017690048.00000000000000000000;513487252407.00000000000000000000;1513863950.00000000000000000000;;;2090251701740.00000000000000000000;21526.95000000000000000000;0.00571445884645012000;0.00571634243335551000;0.00574408770878621000;0.00418416725483936000;0.00525157935844783000;0.00481906007756483000;;;0.21998087722413200000;0.22468937347260200000;0.28549678806922400000;0.02345061602255650000;0.24565809561573600000;0.00072424959574954800;0.00000000000000000000;0.00000000000000000000;0.00557309614720683000;0.00016509939136255200;0.00115160181308032000;0.14336499776857900000
01-03-2011;23799.12000000000000000000;25192.13000000000000000000;22224.82000000000000000000;40113.98000000000000000000;23153.73000000000000000000;25534.07000000000000000000;;;459725259262.00000000000000000000;475131504863.00000000000000000000;602773013153.00000000000000000000;48895872167.00000000000000000000;515013879076.00000000000000000000;1468122940.00000000000000000000;;;2103007651461.00000000000000000000;21529.26000000000000000000;0.00050088898963898600;0.00000107145379633146;0.00017935598196430100;0.00014501135824585600;0.00042277508419871500;0.00058848169665835200;;;0.21860370262686400000;0.22592951791350700000;0.28662426060801200000;0.02325044900955600000;0.24489396351849200000;0.00069810632356951600;0.00000000000000000000;0.00000000000000000000;0.00026846350452665600;0.00016399888075619300;0.00115137009806980000;0.14243802321349700000
02-03-2011;23833.91000000000000000000;25267.93000000000000000000;22285.30000000000000000000;40207.63000000000000000000;23207.25000000000000000000;25543.27000000000000000000;;;467969745852.00000000000000000000;485287773685.00000000000000000000;610340305033.00000000000000000000;48977523596.00000000000000000000;519394201842.00000000000000000000;2325389615.00000000000000000000;;;2134294939623.00000000000000000000;21531.56000000000000000000;0.00135392569130195000;0.00289753292837423000;0.00261076025019422000;0.00222505097728531000;0.00220201354274569000;0.00025341237915040600;;;0.21926198538176800000;0.22737615344331000000;0.28596811701236100000;0.02294787036540100000;0.24335633852636400000;0.00108953527079568000;0.00000000000000000000;0.00000000000000000000;0.00228949875583842000;0.00017020695257490500;0.00115863590988417000;0.14690288046736000000
03-03-2011;23896.74000000000000000000;25339.35000000000000000000;22359.77000000000000000000;40260.72000000000000000000;23253.35000000000000000000;25569.70000000000000000000;;;473347772934.00000000000000000000;495400776506.00000000000000000000;616210411855.00000000000000000000;49068264990.00000000000000000000;525544132431.00000000000000000000;2317098440.00000000000000000000;;;2161888457156.00000000000000000000;21533.86000000000000000000;0.00252587717933273000;0.00271570645169964000;0.00322927949314659000;0.00121271095964812000;0.00187766358356416000;0.00092736563320558600;;;0.21895106168275500000;0.22915186714013400000;0.28503339745179800000;0.02269694573167300000;0.24309493428831300000;0.00107179370532751000;0.00000000000000000000;0.00000000000000000000;0.00258077448430925000;0.00017658209227434500;0.00116749895237127000;0.15124818049360500000
04-03-2011;23918.00000000000000000000;25324.36000000000000000000;22351.73000000000000000000;40265.86000000000000000000;23252.12000000000000000000;25584.89000000000000000000;;;475672533967.00000000000000000000;499663779828.00000000000000000000;616815208115.00000000000000000000;49054799504.00000000000000000000;527654779429.00000000000000000000;2318557658.00000000000000000000;;;2171179658501.00000000000000000000;21536.17000000000000000000;0.00078199842158064200;-0.00069901223978607900;-0.00046690618768525800;0.00002039254727042180;-0.00016016416807566700;0.00048661895362516100;;;0.21908483349342400000;0.23013470021774800000;0.28409220107600600000;0.02259361601511490000;0.24302676996950900000;0.00106787922819835000;0.00000000000000000000;0.00000000000000000000;-0.00016013117360016300;0.00016929891426947600;0.00116387735639767000;0.14546112899169600000
07-03-2011;23919.52000000000000000000;25335.73000000000000000000;22361.06000000000000000000;40285.32000000000000000000;23259.25000000000000000000;25568.65000000000000000000;;;477284367105.00000000000000000000;503890548848.00000000000000000000;619659003761.00000000000000000000;49124265728.00000000000000000000;529116429751.00000000000000000000;2317045227.00000000000000000000;;;2181391660420.00000000000000000000;21543.08000000000000000000;-0.00025725565733246000;0.00012806995987134800;0.00009652615771071770;0.00016236697933301400;-0.00001421239972012200;-0.00095575529208514800;;;0.21879810754071800000;0.23099499186266400000;0.28406590847683600000;0.02251969080992160000;0.24255911460169700000;0.00106218670816495000;0.00000000000000000000;0.00000000000000000000;-0.00000008982444594763;0.00016881196970443000;0.00116392283859935000;0.14503707986998200000
08-03-2011;23898.95000000000000000000;25291.98000000000000000000;22338.69000000000000000000;40279.27000000000000000000;23263.11000000000000000000;25563.06000000000000000000;;;478663035398.00000000000000000000;506018302961.00000000000000000000;621611846074.00000000000000000000;49196921916.00000000000000000000;529090150656.00000000000000000000;2316489066.00000000000000000000;;;2186896746071.00000000000000000000;21545.38000000000000000000;-0.00096709419601143200;-0.00183506009694931000;-0.00110765765856418000;-0.00025694717530268900;0.00005918458844857450;-0.00032540813273778600;;;0.21887774823295600000;0.23138646297321400000;0.28424380217803800000;0.02249622530390960000;0.24193650276656600000;0.00105925854531625000;0.00000000000000000000;0.00000000000000000000;-0.00094293441005563800;0.00016637175209167000;0.00116561715333170000;0.14273275887895700000
09-03-2011;23922.99000000000000000000;25308.56000000000000000000;22347.00000000000000000000;40305.71000000000000000000;23275.15000000000000000000;25584.29000000000000000000;;;480281510289.00000000000000000000;506041414708.00000000000000000000;623345954312.00000000000000000000;49237219816.00000000000000000000;527648747270.00000000000000000000;2305094154.00000000000000000000;;;2188859940549.00000000000000000000;21547.69000000000000000000;0.00089818653894243700;0.00054811918455051800;0.00026472133906295100;0.00054899189909237200;0.00041021392623879000;0.00072294076968031300;;;0.21942085073224800000;0.23118949062637500000;0.28478110580051800000;0.02249445882939890000;0.24106099138424400000;0.00105310262721600000;0.00000000000000000000;0.00000000000000000000;0.00051118506747154700;0.00016732389495986300;0.00116580193164002000;0.14352686371387000000
10-03-2011;23937.94000000000000000000;25335.30000000000000000000;22372.80000000000000000000;40313.35000000000000000000;23291.75000000000000000000;25586.81000000000000000000;;;482975532308.00000000000000000000;507649291172.00000000000000000000;625204147617.00000000000000000000;49395912234.00000000000000000000;528387380039.00000000000000000000;2305647617.00000000000000000000;;;2195917910987.00000000000000000000;21549.08000000000000000000;0.00056022070807165400;0.00099149575929109900;0.00108934544787711000;0.00012502734984800800;0.00064844679846076500;0.00003398710049146740;;;0.21994243495692300000;0.23117862859628800000;0.28471198512880200000;0.02249442567358900000;0.24062255578648000000;0.00104996985791863000;0.00000000000000000000;0.00000000000000000000;0.00082145767129122300;0.00017418364012338000;0.00116457977461066000;0.14956780455990100000
11-03-2011;23914.92000000000000000000;25342.13000000000000000000;22372.13000000000000000000;40323.58000000000000000000;23283.12000000000000000000;25571.82000000000000000000;;;484126778382.00000000000000000000;507551132480.00000000000000000000;625480076469.00000000000000000000;49270526420.00000000000000000000;529221494514.00000000000000000000;2304872024.00000000000000000000;;;2197954880289.00000000000000000000;21550.47000000000000000000;-0.00102661786072888000;0.00020504617000470000;-0.00009444936058622820;0.00018922806549642900;-0.00043508795001972900;-0.00065052223438771700;;;0.22026238241903500000;0.23091972316249900000;0.28457366530961600000;0.02241653223269150000;0.24077905295508800000;0.00104864392106945000;0.00000000000000000000;0.00000000000000000000;-0.00030685428546823400;0.00017173819491426800;0.00116494684205627000;0.14742148629814700000
14-03-2011;23930.31000000000000000000;25359.49000000000000000000;22378.29000000000000000000;40347.72000000000000000000;23297.32000000000000000000;25573.94000000000000000000;;;483344914118.00000000000000000000;507201886336.00000000000000000000;624797690489.00000000000000000000;49314803577.00000000000000000000;530632381533.00000000000000000000;2306192514.00000000000000000000;;;2197597868567.00000000000000000000;21554.64000000000000000000;0.00044984379949662400;0.00049131022760532600;0.00008182413890197740;0.00040499749762550300;0.00041621745357737600;-0.00011058021896493800;;;0.21994238392357800000;0.23079831555658300000;0.28430938135939100000;0.02244032189981920000;0.24146018210284000000;0.00104941515778945000;0.00000000000000000000;0.00000000000000000000;0.00034506883270562100;0.00017141930954775900;0.00116488820471774000;0.14715515948527800000
15-03-2011;23980.32000000000000000000;25390.65000000000000000000;22396.17000000000000000000;40417.11000000000000000000;23321.83000000000000000000;25569.19000000000000000000;;;485371733660.00000000000000000000;506788964818.00000000000000000000;624574713145.00000000000000000000;49326665202.00000000000000000000;531773156273.00000000000000000000;2305889535.00000000000000000000;;;2200141122633.00000000000000000000;21556.02000000000000000000;0.00202361638869685000;0.00116395577386033000;0.00073464835265708700;0.00165430132974659000;0.00098747803134948500;-0.00024977448794065300;;;0.22060936394804300000;0.23034384458552600000;0.28387938697202500000;0.02241977330207290000;0.24169956681533500000;0.00104806437699798000;0.00000000000000000000;0.00000000000000000000;0.00119859058971603000;0.00018248725061617400;0.00116143117491654000;0.15712274180111300000
16-03-2011;23976.01000000000000000000;25394.06000000000000000000;22429.46000000000000000000;40443.06000000000000000000;23328.95000000000000000000;25598.20000000000000000000;;;487400808672.00000000000000000000;511756337964.00000000000000000000;631068222233.00000000000000000000;49374525462.00000000000000000000;534556952344.00000000000000000000;2299643449.00000000000000000000;;;2216456490124.00000000000000000000;21557.41000000000000000000;-0.00024422793377231300;0.00006981132084523470;0.00142083017584544000;0.00057736771616170800;0.00024076570648100100;0.00106944439173804000;;;0.21990091429438900000;0.23088941300867600000;0.28471942717797000000;0.02227633417664690000;0.24117637983234000000;0.00103753150997850000;0.00000000000000000000;0.00000000000000000000;0.00043898892266193200;0.00018289398744099500;0.00116150341303458000;0.15746315110961300000
17-03-2011;23974.49000000000000000000;25390.40000000000000000000;22423.76000000000000000000;40443.78000000000000000000;23328.71000000000000000000;25607.08000000000000000000;;;501439131289.00000000000000000000;537395460006.00000000000000000000;649459533259.00000000000000000000;49660421546.00000000000000000000;544710630733.00000000000000000000;2342625160.00000000000000000000;;;2285007801993.00000000000000000000;21558.80000000000000000000;-0.00012787562349210600;-0.00020861549143938800;-0.00031863926603586800;-0.00004667426147666250;-0.00007476461002639540;0.00028236232546669000;;;0.21944744821074200000;0.23518320573666300000;0.28422639637927600000;0.02173315185299840000;0.23838458243245400000;0.00102521538786727000;0.00000000000000000000;0.00000000000000000000;-0.00018623815659020100;0.00018108766810047100;0.00116172579637506000;0.15587815013277600000
18-03-2011;24050.85000000000000000000;25494.80000000000000000000;22528.10000000000000000000;40536.38000000000000000000;23414.80000000000000000000;25652.26000000000000000000;;;515078932303.00000000000000000000;563661949710.00000000000000000000;664972437577.00000000000000000000;50199353632.00000000000000000000;559438704263.00000000000000000000;2347412607.00000000000000000000;;;2355698790092.00000000000000000000;21560.19000000000000000000;0.00311551782460424000;0.00403888722127142000;0.00457783514622114000;0.00222250816558069000;0.00361903742139296000;0.00169832839481856000;;;0.21865228885348500000;0.23927590067148900000;0.28228245494451800000;0.02130975056876410000;0.23748312246709200000;0.00099648249465218100;0.00000000000000000000;0.00000000000000000000;0.00384837978061926000;0.00019075835114773700;0.00118205490711566000;0.16137858740691500000
21-03-2011;24064.81000000000000000000;25513.23000000000000000000;22548.55000000000000000000;40557.73000000000000000000;23439.66000000000000000000;25698.07000000000000000000;;;531105028099.00000000000000000000;591151712423.00000000000000000000;691817016377.00000000000000000000;50512944196.00000000000000000000;576562325272.00000000000000000000;2370021799.00000000000000000000;;;2443519048166.00000000000000000000;21564.36000000000000000000;0.00038687515476713200;0.00052923802750781900;0.00071395011994507400;0.00033315541141697700;0.00086776509536901000;0.00159082158481215000;;;0.21735252217396200000;0.24192637780609600000;0.28312323445820800000;0.02067221216626600000;0.23595573183877700000;0.00096992155669047700;0.00000000000000000000;0.00000000000000000000;0.00062744497648701300;0.00019025955719932000;0.00118184335771407000;0.16098542667052100000
22-03-2011;24087.57000000000000000000;25528.53000000000000000000;22561.46000000000000000000;40571.86000000000000000000;23453.47000000000000000000;25712.75000000000000000000;;;553195522605.00000000000000000000;619665770173.00000000000000000000;722183638657.00000000000000000000;51163184837.00000000000000000000;597569793719.00000000000000000000;2385229945.00000000000000000000;;;2546163139936.00000000000000000000;21565.75000000000000000000;0.00088087623702421500;0.00053505299523830900;0.00050792238820349100;0.00028387547429872800;0.00052454274408918200;0.00050662989371038200;;;0.21726633063225700000;0.24337237487012600000;0.28363604331934200000;0.02009422885537730000;0.23469422848294800000;0.00093679383995008100;0.00000000000000000000;0.00000000000000000000;0.00059495298353616100;0.00019435255235118900;0.00118146436722171000;0.16450140837359500000
23-03-2011;24087.49000000000000000000;25543.57000000000000000000;22574.41000000000000000000;40591.86000000000000000000;23465.89000000000000000000;25727.63000000000000000000;;;571473523809.00000000000000000000;649628951787.00000000000000000000;740919415294.00000000000000000000;52255140339.00000000000000000000;612179187990.00000000000000000000;2405251257.00000000000000000000;;;2628861470476.00000000000000000000;21567.14000000000000000000;-0.00006777319679401180;0.00052451931865712000;0.00050937103218305100;0.00042837906711915900;0.00046496702224374200;0.00051408186877888700;;;0.21738441915903800000;0.24711418196919000000;0.28184041784440000000;0.01987747963362190000;0.23286856111104000000;0.00091494028270895900;0.00000000000000000000;0.00000000000000000000;0.00037570632171215100;0.00019381563917813800;0.00118135087025618000;0.16406272180263300000
24-03-2011;24104.76000000000000000000;25566.18000000000000000000;22592.99000000000000000000;40628.49000000000000000000;23484.36000000000000000000;25761.35000000000000000000;;;589331721004.00000000000000000000;678969286604.00000000000000000000;755135296755.00000000000000000000;53159949667.00000000000000000000;623695776507.00000000000000000000;2413605861.00000000000000000000;;;2702705636398.00000000000000000000;21568.53000000000000000000;0.00065226495769706900;0.00082031492732687100;0.00075826949350152800;0.00083754293439629600;0.00072234249083082400;0.00124534719858184000;;;0.21805250008263000000;0.25121836335417100000;0.27939975652006200000;0.01966916002656080000;0.23076718681736400000;0.00089303319921170000;0.00000000000000000000;0.00000000000000000000;0.00074444533700741900;0.00019148778633942400;0.00117968233323678000;0.16232148345735200000
